targetID;targetName
TTDR00912;Gamma-synuclein
TTDR00913;Adipocyte-derived leucine aminopeptidase
TTDR00914;Human leukocyte antigen class II
TTDR00915;Bax inhibitor-1
TTDR00916;M1-family aminopeptidase
TTDR00917;Hormone sensitive lipase
TTDR00918;Islet-specific glucose-6-phosphatase catalytic subunit-related protein
TTDR00919;Latent membrane protein 1
TTDR00920;ADAM 8
TTDR00921;Small inducible cytokine A3
TTDR00922;DNA repair protein RAD51 homolog 1
TTDR00924;1-acyl-sn-glycerol-3-phosphate acyltransferase beta
TTDR00925;Heparin-binding growth factor 1
TTDR00926;Vascular endothelial growth factor B
TTDR00927;Lymphocyte antigen 96
TTDR00928;Mitogen-activated protein kinase 10
TTDR00929;Thymidine monophosphate kinase
TTDR00930;Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit, delta isoform
TTDR00931;Putative NTPase/helicase protein
TTDR00932;YihA
TTDR00933;TNF receptor associated factor
TTDR00934;Tumor necrosis factor receptor superfamily member 17
TTDR00935;Tumor necrosis factor receptor superfamily member 13B
TTDR00936;Tumor necrosis factor receptor superfamily member 13C
TTDR00937;F-box and WD-40 domain protein 7
TTDR00938;Neutrophil cytosol factor 1
TTDR00939;Toll-like receptor
TTDR00940;Fc receptor
TTDR00941;SLC38
TTDR00943;Peptide YY
TTDR00944;High density lipoprotein
TTDR00945;Phosphoribosylaminoimidazolecarboxamide formyltransferase
TTDR00946;Glycoprotein Ib-IX-V receptor
TTDR00947;Coagulation factor VII
TTDR00948;Protein phosphatase 1
TTDR00949;Elongation factor 1-alpha
TTDR00950;Kynureninase
TTDR00951;CAMP-specific 3',5'-cyclic phosphodiesterase 4
TTDR00952;Penicillin-binding protein 1A
TTDR00953;DNA fragmentation factor alpha subunit
TTDR00955;Dihydrolipoamide dehydrogenase, mitochondrial
TTDR00956;CTP synthase
TTDR00957;Adenosylhomocysteinase
TTDR00958;Purine nucleoside kinase
TTDR00959;5'-methylthioadenosine phosphorylase
TTDR00960;Caspase
TTDR00961;Calcitonin gene-related peptide receptor
TTDR00962;Cytochrome c oxidase copper chaperone
TTDR00963;Solute carrier family 2, facilitated glucose transporter, member 1
TTDR00964;Transforming protein RhoB
TTDR00965;Metabotropic glutamate receptor 4
TTDR00966;Keratin, type I cytoskeletal 19
TTDR00967;DNA-(apurinic or apyrimidinic site) lyase
TTDR00968;Mitogen-activated protein kinase kinase kinase 5
TTDR00969;Cell division protein FtsZ
TTDR00970;DNA polymerase/reverse transcriptase
TTDR00971;Similar to dipeptidyl aminopeptidase-like protein
TTDR00972;Cytidylate kinase
TTDR00973;Neuropeptide Y receptor
TTDR00975;Glandular kallikrein 1
TTDR00976;CAMP-dependent protein kinase, catalytic subunit
TTDR00977;CAMP-dependent protein kinase type I-alpha regulatory chain
TTDR00978;CAMP-dependent protein kinase type II-beta regulatory chain
TTDR00979;Adenylate cyclase
TTDR00980;28-kDa cysteine proteinase
TTDR00981;Lymphocyte antigen Ly-6D
TTDR00982;Cruzipain
TTDR00983;Maspin
TTDR00984;Phosphatidylcholine-specific phospholipase C
TTDR00985;Guanine nucleotide-binding protein G(q), alpha subunit
TTDR00986;Heat shock protein 40
TTDR00987;Long transient receptor potential channel 2
TTDR00988;Short transient receptor potential channel 6
TTDR00989;mRNA of Methylenetetrahydrofolate reductase
TTDR00990;T cell receptor beta chain
TTDR00991;Interferon consensus sequence binding protein
TTDR00992;Chorismate synthase
TTDR00993;Fructosamine-3-kinase
TTDR00994;Herstatin
TTDR00995;Glyceraldehyde 3-phosphate dehydrogenase, muscle
TTDR00996;Transmembrane 4 superfamily, member 2
TTDR00997;Guanine nucleotide-binding protein beta subunit-like protein
TTDR00998;TGF-beta receptor type I
TTDR00999;T-cell leukemia/lymphoma protein 1A
TTDR01000;CFP32
TTDR01001;Sodium/iodide cotransporter
TTDR01002;Borna disease virus envelope glycoprotein
TTDR01003;Insulin-like growth factor IA
TTDR01004;ATP-citrate synthase
TTDR01005;Mitogen-activated protein kinase kinase kinase 3
TTDR01006;Caspase-9
TTDR01007;Junction plakoglobin
TTDR01008;Epithelial-cadherin
TTDR01010;Malignant melanoma metastasis-suppressor KiSS-1
TTDR01011;CatSper
TTDR01012;Polyketide synthase
TTDR01013;PDZ domain containing-protein
TTDR01014;Ileal sodium/bile acid cotransporter
TTDR01015;Arginine deiminase
TTDR01016;Subtilisin-like protease 2
TTDR01017;Development and differentiation enhancing factor-like 1
TTDR01018;Phosphopantetheine adenylyltransferase
TTDR01019;3-phosphoshikimate 1-carboxyvinyltransferase
TTDR01020;27 kDa antigen Cfp30B
TTDR01021;88 kDa glycoprotein growth factor
TTDR01022;AMP deaminase
TTDR01023;Alpha v beta 5 integrin receptor
TTDR01024;Anandamide amidase
TTDR01025;Islet amyloid polypeptide
TTDR01026;Angiotensin-(1-7) receptor
TTDR01027;Lethal factor
TTDR01028;Branched chain amino acid-dependent aminotransferase
TTDR01029;CAMP-specific 3',5'-cyclic phosphodiesterase 7
TTDR01030;Carboxypeptidase H
TTDR01031;Cathepsin L
TTDR01032;Cathepsin F
TTDR01033;Tripeptidyl-peptidase II
TTDR01034;Chlorine/potassium channel receptor
TTDR01035;Bone morphogenetic protein 1
TTDR01036;Creatine kinase
TTDR01038;Amiloride-sensitive sodium channel
TTDR01039;FK506-binding protein 4
TTDR01041;Fructosamine oxidase
TTDR01042;Gamma-aminobutyric-acid receptor alpha-5 subunit
TTDR01044;Galanin receptor type 2
TTDR01045;Galanin receptor type 3
TTDR01048;Somatotropin
TTDR01049;HIV-2 Protease
TTDR01050;HNEAA81 receptor
TTDR01051;Human rhinovirus 3C protease
TTDR01052;Homocitrate synthase
TTDR01053;Insulin receptor kinase
TTDR01054;Integrin receptor
TTDR01056;Orexin receptor type 2
TTDR01057;Laminin beta-3 chain
TTDR01059;Macrophage scavenger receptor types I and II
TTDR01061;Metabotropic glutamate receptor
TTDR01062;Membrane-associated kinase
TTDR01063;Methionyl-tRNA synthetase
TTDR01064;Multidrug transporter
TTDR01065;N-acetylated-alpha-linked acidic dipeptidase II
TTDR01066;Myelin-associated glycoprotein
TTDR01067;Sphingomyelin phosphodiesterase 2
TTDR01068;mRNA of PAI-1
TTDR01069;Prostaglandin receptor
TTDR01070;Geranylgeranyl transferase type I beta subunit
TTDR01072;Sterol regulatory element binding protein cleavage-activating protein
TTDR01073;Retinoic acid receptor RXR-alpha
TTDR01074;Retinoic acid receptor RXR-beta
TTDR01075;Retinoic acid receptor RXR-gamma
TTDR01076;Protein farnesyltransferase beta subunit
TTDR01077;Retinoic acid receptor gamma-1
TTDR01078;Retinoic acid receptor gamma-2
TTDR01079;Pyruvate kinase
TTDR01080;Serine/threonine protein kinase
TTDR01081;Protein kinase
TTDR01082;Phenyl-protein transferase
TTDR01083;Pyridoxin biosynthesis protein pyroA
TTDR01084;Pyridoxin biosynthesis protein SNZ1
TTDR01085;2,3-bisphosphoglycerate-independent phosphoglycerate mutase
TTDR01086;Phosphoenolpyruvate synthase
TTDR01087;Lysyl-tRNA synthetase
TTDR01088;ATP/ADP translocase
TTDR01089;Orotidine 5'-phosphate decarboxylase
TTDR01090;Probable dihydroneopterin aldolase
TTDR01091;ATP/ADP translocase
TTDR01092;ATP/ADP translocase
TTDR01093;mRNA of beta-arrestin
TTDR01094;mRNA of c-fos
TTDR01095;mRNA of CIRL-1
TTDR01096;mRNA of CIRL-3
TTDR01097;mRNA of Connexin 32
TTDR01098;mRNA of APP
TTDR01100;DNA (cytosine-5)-methyltransferase 3B
TTDR01101;Interleukin-2 receptor alpha chain
TTDR01102;UDP-N-acetylenolpyruvylglucosamine reductase
TTDR01104;Interleukin-12 receptor beta-2 chain
TTDR01105;Fibroblast growth factor-8
TTDR01106;Breast cancer type 2 susceptibility protein
TTDR01107;Fanconi anemia group F protein
TTDR01108;Myeloid differentiation primary response protein MyD88
TTDR01109;Lipopolysaccharide-binding protein
TTDR01110;Dual specificity protein kinase TTK
TTDR01111;Abeta-binding alcohol dehydrogenase
TTDR01112;P-selectin glycoprotein ligand 1
TTDR01113;Diablo homolog, mitochondrial
TTDR01114;Stanniocalcin 1
TTDR01115;Cyclin E/cdk2
TTDR01116;Ubiquitin carboxyl-terminal hydrolase 2
TTDR01117;Geminin
TTDR01118;Transcription factor 7-like 2
TTDR01119;GPI transamidase component PIG-U
TTDR01120;Kallikrein 6
TTDR01121;Zinc finger protein 202
TTDR01122;Mothers against decapentaplegic homolog 9
TTDR01123;Activation-inducible lymphocyte IMMUNOMEDIATORY molecule AILIM
TTDR01124;Claudin-4
TTDR01125;Granulins
TTDR01126;C-Rel proto-oncogene protein
TTDR01127;KSHV G protein-couple receptor
TTDR01128;Carcinoembryonic antigen-related cell adhesion molecule 6
TTDR01129;Protein tyrosine phosphatase short form
TTDR01130;Forkhead box protein M1
TTDR01131;Fibroleukin
TTDR01132;Glucose 6-phosphate translocase
TTDR01133;Ephrin type-B receptor 2
TTDR01134;Interferon regulatory factor 3
TTDR01135;NGEP
TTDR01136;26S proteasome non-ATPase regulatory subunit 10
TTDR01137;17-beta-hydroxysteroid dehydrogenase 5
TTDR01138;Recoverin
TTDR01139;Phosphoethanolamine N-methyltransferase
TTDR01140;HIV-1 RNA
TTDR01141;Ubiquitin carboxyl-terminal hydrolase isozyme L1
TTDR01142;DNA-dependent protein kinase catalytic subunit
TTDR01143;Undecaprenyl pyrophosphate synthetase
TTDR01144;Interleukin 11 receptor
TTDR01145;TRNA-dependent amidotransferase
TTDR01147;Transferrin receptor protein 1
TTDR01148;Lactotransferrin
TTDR01149;Receptor-type protein-tyrosine phosphatase zeta
TTDR01150;Regenerating gene type IV 
TTDR01151;Heat shock protein 20
TTDR01152;Epstein-Barr virus (Strain FF41) nuclear antigen gene
TTDR01153;Complement C3
TTDR01154;Seprase
TTDR01155;Teratocarcinoma-derived growth factor 1
TTDR01156;Histone deacetylase 2
TTDR01157;Probable nicotinate-nucleotide adenylyltransferase
TTDR01158;Homeobox protein Hox-A7
TTDR01159;Low-density lipoprotein receptor-related protein 1
TTDR01160;Transient receptor potential cation channel subfamily V member 4
TTDR01161;Toxopain-1
TTDR01162;mRNA of platelet-derived growth factor receptor beta subunit
TTDR01163;GABA transporter-3
TTDR01164;Proprotein convertase subtilisin/kexin type 9
TTDR01165;Platelet-activating factor receptor
TTDR01166;Chitin synthase 1
TTDR01167;Histone deacetylase 6
TTDR01168;3-phosphoshikimate 1-carboxyvinyltransferase
TTDR01169;DNA topoisomerase 4 subunit A
TTDR01170;Integrin beta-2
TTDR01171;Hypoxia-inducible gene DDIT4
TTDR01172;mRNA of thymidylate synthase
TTDR01173;mRNA of MCL-1
TTDR01174;mRNA of Tumour protein p53
TTDR01175;mRNA of HIV-1 Gag
TTDR01176;Respiratory syncytial virus genomic RNA
TTDR01177;Gamma-aminobutyric-acid receptor alpha-2 subunit
TTDR01178;Gamma-aminobutyric-acid receptor alpha-3 subunit
TTDR01179;Sodium- and chloride-dependent GABA transporter 1
TTDR01180;Alpha-2C adrenergic receptor
TTDR01181;Plasma membrane H(+)-ATPase
TTDR01182;3-oxo-5-alpha-steroid 4-dehydrogenase 1
TTDR01183;3-oxo-5-alpha-steroid 4-dehydrogenase 2
TTDR01184;Acetaldehyde dehydrogenase
TTDR01185;Aldehyde dehydrogenase, mitochondrial
TTDR01186;Betaine aldehyde dehydrogenase
TTDR01187;Dihydropyrimidine dehydrogenase [NADP+]
TTDR01188;Corticosteroid receptor
TTDR01189;Corticosteroid receptor type I
TTDR01190;Corticosteroid receptor type II
TTDR01191;Retinoic acid receptor beta
TTDR01192;DNA topoisomerase II, beta isozyme
TTDR01193;Histamine H4 receptor
TTDR01194;5-hydroxytryptamine 1F receptor
TTDR01195;Serotonin transporter
TTDR01196;P2Y purinoceptor
TTDR01197;Thyrotropin-releasing hormone receptor
TTDR01198;Potassium channel subfamily K member 9
TTDR01199;K-Cl cotransporter 3
TTDR01200;Cystine/glutamate transporter
TTDR01201;Pyridoxal kinase
TTDR01202;Inositol-1(or 4)-monophosphatase
TTDR01203;Soluble epoxide hydrolase
TTDR01204;Carboxypeptidase A
TTDR01205;Leukotriene E4 receptor
TTDR01206;Inhibitor of nuclear factor kappa B kinase beta subunit
TTDR01207;Endothelin receptor
TTDR01208;RNase P RNA
TTDR01209;Probable arabinosyltransferase A
TTDR01210;Probable arabinosyltransferase B
TTDR01211;Arylamine N-acetyltransferase
TTDR01212;Malonyl-CoA:acyl carrier protein transacylase
TTDR01213;DNA helicase
TTDR01214;Ephrin type-A receptor 2
TTDR01215;Microtubular protein
TTDR01216;Platelet-derived growth factor
TTDR01217;Beta platelet-derived growth factor receptor
TTDR01218;BCR/ABL protein
TTDR01219;FIP1L1-PDGFRalpha kinase
TTDR01220;D1 dopamine receptor-interacting protein calcyon
TTDR01221;Growth-arrest-specific protein 6
TTDR01222;Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1
TTDR01223;Preadipocyte factor
TTDR01224;Carbonic anhydrase I
TTDR01225;HIV aspartyl protease
TTDR01226;DNA-dependent DNA polymerase
TTDR01227;Thyroid hormone receptor beta-1
TTDR01228;Sulfonylurea receptor 2B 
TTDR01229;5'-Nucleotidase
TTDR01230;Cytochrome B
TTDR01231;Haem polymerase
TTDR01232;Glutathione reductase, mitochondrial
TTDR01233;Tissue-type plasminogen activator
TTDR01234;Granulocyte colony-stimulating factor
TTDR01235;Catecholamine uptake
TTDR01236;Sulfonylurea receptor 1
TTDR01237;Major prion protein
TTDR01238;Tumor necrosis factor receptor superfamily member 1B
TTDR01239;Cholinergic receptor
TTDR01240;Glycinamide ribonucleotide formyltransferase
TTDR01241;Tyrosine kinase
TTDR01242;Fibrin
TTDR01243;Cytochrome p450 121
TTDR01244;24:1 cis-5 elongase 
TTDR01245;3-oxoacyl-[acyl-carrier-protein] synthase 1
TTDR01246;Lactoylglutathione lyase
TTDR01247;Nociceptin receptor
TTDR01248;N-acylglucosamine 2-epimerase
TTDR01249;Pyridoxal phosphate phosphatase
TTDR01250;Serine/threonine-protein kinase Sgk1
TTDR01251;Vascular endothelial growth factor D
TTDR01252;Stromelysin-3
TTDR01253;Voltage-dependent calcium channel subunit alpha-2/delta-3
TTDR01254;Voltage-gated sodium channel subunit alpha Nav1.9
TTDR01255;Voltage-gated sodium channel subunit alpha Nav1.3
TTDR01256;Acid-sensing ion channel ASIC1a/ASIC1b
TTDR01257;Acid-sensing ion channel ASIC3
TTDR01258;Transient receptor potential cation channel subfamily V member 3
TTDR01259;Glutamate [NMDA] receptor subunit zeta-1
TTDR01260;Neuronal acetylcholine receptor subunit alpha-5
TTDR01261;P2X purinoceptor 4
TTDR01262;Cyclooxygenase-3
TTDR01263;Protein-tyrosine phosphatase, non-receptor type 11
TTDR01264;Interleukin-13 receptor alpha-1 chain
TTDR01265;Receptor protein-tyrosine kinase erbB-3
TTDR01266;Neutrophil collagenase
TTDR01267;Beta-lactoglobulin-1
TTDR01268;mRNA of Huntingtin protein
TTDR01269;Corticosteroid 11-beta-dehydrogenase, isozyme 2
TTDR01270;ATP-sensitive inward rectifier potassium channel 11
TTDR01271;Serine protease
TTDR01272;Hepatitis C Virus RNA-dependent RNA Polymerase
TTDR01273;Pregnane X receptor
TTDR01274;Acid-sensing ion channel
TTDR01275;Activin
TTDR01276;AP endonuclease APE1
TTDR01278;Aquaporin 3 
TTDR01280;Beta2-microglobulin 
TTDR01281;CCCH tandem zinc finger protein ZFP36L1
TTDR01282;CCN1 
TTDR01283;CD147
TTDR01284;CD248
TTDR01285;Cell division cycle 7 kinase
TTDR01286;Chondroitin sulfate proteoglycan 4
TTDR01287;Dickkopf-1
TTDR01288;Dynactin-Associated Protein
TTDR01290;Elongation factor 1A 
TTDR01291;Entamoeba histolytica cysteine proteinase EhCP4
TTDR01292;Eukaryotic translation initiation factor 5A-1
TTDR01293;Ferritin
TTDR01294;Forkhead box O
TTDR01295;G protein-coupled estrogen receptor 1
TTDR01296;G Protein-Coupled Receptor 87
TTDR01297;GlgE
TTDR01298;Gli1
TTDR01299;Heat shock protein 47
TTDR01300;Helicobacter pylori  Heat-shock protein A
TTDR01301;Histone H2A 
TTDR01302;Interleukin-2-inducible T cell kinase
TTDR01303;Liver receptor homologue-1
TTDR01304;MicroRNA miR-191
TTDR01305;Mitochondrial Na+/Ca2+ exchanger
TTDR01306;Mitochondrial/Cell-Surface Protein p32/gC1qR
TTDR01307;Olfactomedin 4
TTDR01308;Orphan G protein-coupled receptor Gpr88
TTDR01309;Periostin
TTDR01310;Phosphodiesterase 8
TTDR01311;Pituitary adenylate cyclase-activating polypeptide type I receptor 
TTDR01312;Plasmodium Dihydroorotate Dehydrogenase
TTDR01313;Plasmodium falciparum plasmepsin V
TTDR01314;Prolyl hydroxylase domain 2
TTDR01315;Prostaglandin E receptor EP4
TTDR01316;Prostate apoptosis response-4
TTDR01317;Protein kinase D
TTDR01318;Pseudomonas aeruginosa  KerV
TTDR01319;Rabl3 
TTDR01320;Receptor protein tyrosine kinase TYRO3
TTDR01321;Roundabout homolog 1
TTDR01322;Salmonella enterica 27-kDa outer membrane protein T2544
TTDR01323;Salt inducible kinase 2
TTDR01324;Serine Racemase
TTDR01325;Serine/threonine-protein kinase Nek6
TTDR01326;Small conductance calcium-activated potassium channel
TTDR01327;Sprouty 1
TTDR01328;Ste20-Related Proline/Alanine-Rich Kinase 
TTDR01330;TRESK background K(+) channel
TTDR01331;Tryptophan hydroxylase
TTDR01332;Tyrosine kinase non-receptor 2
TTDR01333;Ubiquitin-activating enzyme E1
TTDR01334;Ubiquitin-activating enzyme E2
TTDR01335;Western equine encephalitis virus envelope protein E1
TTDR01336;WNT1-inducible-signaling pathway protein 1
TTDR01337;Histone Deacetylase 8
TTDR01338;Histone Deacetylase 10
TTDR01340;mRNA of Ubiquitin Protein Ligase WWP2
TTDR01341;mRNA of human E2F transcription factor 3
TTDR01342;mRNA of Human ADAM10
TTDR01343;mRNA of Smad7
TTDR01344;mRNA of Inhibitor-kappa B Kinase-alpha
TTDR01345;mRNA of PDK-1
TTDR01346;mRNA of human RIP2
TTDR01347;mRNA of MADH6
TTDR01348;mRNA of influenza A hemagglutinin
TTDR01349;mRNA of Influenza polymerase 3
TTDR01350;mRNA of influenza A matrix protein
TTDR01351;mRNA of human zinc finger protein-217
TTDR01352;mRNA of mouse diacylglycerol acyltransferase 1
TTDR01353;mRNA of human acyl CoA cholesterol acyl-transferase-2
TTDR01354;mRNA of influenza A nucleoprotein
TTDR01355;mRNA of human superoxide dismutase 1
TTDR01356;mRNA of H-ras
TTDR01357;mRNA of human apolipoprotein A
TTDR01358;mRNA of human C-reactive protein
TTDR01359;mRNA of BPV-1 E2
TTDR01360;mRNA of human apolipoprotein B
TTDR01361;mRNA of HER2
TTDR01362;mRNA of integrin beta 3
TTDR01363;mRNA of c-jun
TTDR01364;mRNA of HPV-18 E6 (start codon regions)
TTDR01365;mRNA of HPV-18 E7 (start codon regions)
TTDR01366;mRNA of HPV E2 transactivator protein
TTDR01367;mRNA of HCMV DNA polymerase
TTDR01368;mRNA of hnRNP A1
TTDR01369;mRNA of human 5-lipoxygenase
TTDR01370;mRNA of A-Raf
TTDR01371;mRNA of integrin alpha-4
TTDR01372;mRNA of human Macrophage migration inhibitory factor
TTDR01373;mRNA of B-Raf
TTDR01374;mRNA of E-selectin
TTDR01375;mRNA of PKA Catalytic Subunit C-alpha
TTDR01376;mRNA of human C/EBP beta
TTDR01377;mRNA of human VCAM-1
TTDR01378;mRNA of Nucleolin
TTDR01379;mRNA of human PKC-eta
TTDR01380;mRNA of Human Fas
TTDR01381;mRNA of CD40
TTDR01382;mRNA of HCV core protein
TTDR01383;mRNA of G-alpha-11
TTDR01384;mRNA of B7 protein (translation initiation codon region)
TTDR01385;mRNA of MEK2
TTDR01386;mRNA of PPAR-gamma
TTDR01387;mRNA of STAT3
TTDR01388;mRNA of human cot oncogene
TTDR01389;mRNA of CD86
TTDR01390;mRNA of PI3K p110 beta
TTDR01391;mRNA of human Jun-N-terminal kinase-2 (JNK2)
TTDR01392;mRNA of P120
TTDR01393;mRNA of Human FasL
TTDR01394;mRNA of human glycogen synthase kinase 3 alpha
TTDR01395;mRNA of kinesin-like 1
TTDR01396;mRNA of human caspase 6
TTDR01397;mRNA of PTEN
TTDR01398;mRNA of RhoA
TTDR01399;mRNA of Human mdm2
TTDR01400;mRNA of human E2F transcription factor 1
TTDR01401;mRNA of PKC-epsilon
TTDR01402;mRNA of Protein kinase C-theta
TTDR01403;mRNA of PKC-zeta
TTDR01404;mRNA of PKC-delta
TTDR01405;mRNA of Bcl-x
TTDR01406;mRNA of human forkhead box O1A
TTDR01407;mRNA of Human FAP-1
TTDR01408;mRNA of Dual specific phosphatase 8
TTDR01409;mRNA of MEKK1
TTDR01410;mRNA of Apoptosis-2
TTDR01411;mRNA of eIF4E-BP2
TTDR01412;mRNA of human ARA70
TTDR01413;mRNA of Caspase 8
TTDR01414;mRNA of HER4
TTDR01415;mRNA of Smad
TTDR01416;mRNA of HIF1-alpha
TTDR01417;mRNA of human dual specific phosphatase 5
TTDR01418;mRNA of Human Syntaxin 4 Interacting Protein
TTDR01419;mRNA of human E2A-Pbx1
TTDR01420;mRNA of Aurora B
TTDR01421;mRNA of cytohesin-2
TTDR01422;mRNA of human MEKK3
TTDR01423;mRNA of HIF2-alpha
TTDR01424;mRNA of Dual specific phosphatase 9
TTDR01425;mRNA of Ubiquitin Protein Ligase WWP1
TTDR01426;mRNA of human IL-1 receptor-associated kinase-4
TTDR01427;mRNA of human helicase-moi
TTDR01428;mRNA of influenza A neuraminidase
TTDR01429;mRNA of influenza A polymerase 1
TTDR01430;mRNA of human Jagged2
TTDR01431;mRNA of AkT-3
TTDR01432;mRNA of human MEKK2
TTDR01433;mRNA of Talin
TTDR01434;mRNA of RANK
TTDR01435;Sigma 2-type opioid receptor
TTDR01436;mRNA of glucocorticoid receptor
TTDR01437;mRNA of Protein tyrosine phosphatase-1B
TTDR01438;mRNA of FGFR4
TTDR01439;mRNA of proprotein convertase subtilisin/kexin type 9
TTDR01440;TGR5
TTDR01441;Staphylococcus aureus Quinolone resistance protein norA
TTDR01442;Cytochrome P450 2B2
TTDR01443;Cytochrome P450 2A6
TTDR01444;Cytochrome P450 2B6
TTDR01445;Cytochrome P450 2A5
TTDR01446;Clostridium histolyticum Collagenase
TTDS00001;Muscarinic acetylcholine receptor
TTDS00002;Muscarinic acetylcholine receptor M1
TTDS00003;Muscarinic acetylcholine receptor M2
TTDS00004;Muscarinic acetylcholine receptor M3
TTDS00005;Muscarinic acetylcholine receptor M4
TTDS00006;Muscarinic acetylcholine receptor M5
TTDS00007;Vascular endothelial growth factor receptor 1
TTDS00008;Vascular endothelial growth factor receptor 2
TTDS00010;Dopamine receptor
TTDS00011;Dopamine D1 receptor
TTDS00012;D(2) dopamine receptor
TTDS00013;D(3) dopamine receptor
TTDS00015;D(1B) dopamine receptor
TTDS00016;Dopamine reuptake
TTDS00017;Sodium-dependent dopamine transporter
TTDS00018;Gamma-aminobutyric acid receptor
TTDS00019;Gamma-aminobutyric acid A receptor
TTDS00022;Gamma-aminobutyric acid B receptor
TTDS00023;Gamma-aminobutyric acid uptake
TTDS00024;4-aminobutyrate aminotransferase, mitochondrial
TTDS00026;Alpha adrenergic receptor
TTDS00027;Alpha-1 adrenergic receptor
TTDS00029;Alpha-1B adrenergic receptor
TTDS00030;Alpha-1D adrenergic receptor
TTDS00031;Alpha-2 adrenergic receptor
TTDS00032;Alpha-2A adrenergic receptor
TTDS00035;Beta adrenergic receptor
TTDS00036;Beta-1 adrenergic receptor
TTDS00037;Beta-2 adrenergic receptor
TTDS00038;Noradrenergic re-uptake
TTDS00039;Cyclooxygenase
TTDS00040;Prostaglandin G/H synthase 1
TTDS00041;Prostaglandin G/H synthase 2
TTDS00043;Gastrin/cholecystokinin type B receptor
TTDS00044;Potassium-transporting ATPase alpha chain 1
TTDS00045;Sodium/potassium-transporting ATPase alpha-1 chain
TTDS00046;Sodium/potassium-transporting ATPase
TTDS00053;Aldehyde dehydrogenase
TTDS00054;Succinate semialdehyde dehydrogenase, mitochondrial
TTDS00055;3-beta-hydroxysteroid dehydrogenase
TTDS00056;Xanthine dehydrogenase/oxidase
TTDS00058;Glutamate dehydrogenase
TTDS00059;Dihydroorotate dehydrogenase, mitochondrial
TTDS00060;Alcohol dehydrogenase
TTDS00062;Inosine-5'-monophosphate dehydrogenase
TTDS00063;Inosine-5'-monophosphate dehydrogenase 2
TTDS00064;Lipase
TTDS00065;Phospholipase A2
TTDS00066;Lipoprotein lipase
TTDS00068;Corticosteroid-binding globulin
TTDS00072;Retinoic acid receptor
TTDS00073;Retinoic acid receptor alpha
TTDS00075;Retinoic acid receptor gamma
TTDS00076;Growth hormone receptor
TTDS00077;Glycoprotein IIb/IIIa receptor
TTDS00078;Aldehyde oxidase
TTDS00079;DNA topoisomerase I
TTDS00080;DNA topoisomerase II
TTDS00083;Topoisomerase IV
TTDS00084;Topoisomerase IV subunit A
TTDS00085;Histamine receptor
TTDS00086;Histamine H1 receptor
TTDS00087;Histamine H2 receptor
TTDS00089;Histamine N-methyltransferase
TTDS00090;FL cytokine receptor
TTDS00091;Myeloid cell surface antigen CD33
TTDS00092;Adenosine deaminase
TTDS00093;Dipeptidyl peptidase IV
TTDS00095;Histone deacetylase 1
TTDS00096;CAMPATH-1 antigen
TTDS00097;5-hydroxytryptamine receptor
TTDS00098;5-hydroxytryptamine 1A receptor
TTDS00099;5-hydroxytryptamine 1B receptor
TTDS00100;5-hydroxytryptamine 1D receptor
TTDS00102;5-hydroxytryptamine 2 receptor
TTDS00103;5-hydroxytryptamine 2A receptor
TTDS00104;5-hydroxytryptamine 2B receptor
TTDS00105;5-hydroxytryptamine 2C receptor
TTDS00106;5-hydroxytryptamine 3 receptor
TTDS00107;5-hydroxytryptamine 4 receptor
TTDS00109;Vasopressin V1a receptor
TTDS00111;Vasopressin V2 receptor
TTDS00112;Arachidonate 5-lipoxygenase
TTDS00113;P2Y purinoceptor 12
TTDS00115;Aldose reductase
TTDS00116;Solute carrier family 12 member 1
TTDS00117;Solute carrier family 12 member 3
TTDS00118;Synaptic vesicle amine transporter
TTDS00120;Glutamate-gated chloride channel
TTDS00121;Glutamate receptor AMPA subtype
TTDS00122;Glutamate receptor, ionotropic kainate 1
TTDS00123;Glutamate [NMDA] receptor subunit epsilon 1
TTDS00125;Opioid receptor
TTDS00126;Mu-type opioid receptor
TTDS00127;Kappa-type opioid receptor
TTDS00128;Delta-type opioid receptor
TTDS00129;Sigma(1)-type opioid receptor
TTDS00130;Tryptase
TTDS00131;Tumor necrosis factor
TTDS00132;Immunoglobulin E
TTDS00133;Lyso-PAF: acetyl-CoA acetyltransferase 
TTDS00134;Insulin-degrading Enzyme
TTDS00135;NMDA receptor
TTDS00136;Glycogen synthase kinase-3
TTDS00138;Interleukin 1 receptor
TTDS00139;Interleukin-2 receptor
TTDS00140;Acetylcholinesterase
TTDS00141;Neuronal acetylcholine receptor protein, alpha-4 chain
TTDS00143;Cholinesterase
TTDS00144;Erythropoietin Receptor
TTDS00145;Calcium-activated potassium channel
TTDS00147;Potassium voltage-gated channel subfamily H member 2
TTDS00148;Potassium voltage-gated channel subfamily KQT member 1
TTDS00149;Potassium voltage-gated channel subfamily KQT member 4
TTDS00150;ATP-sensitive K+ channel
TTDS00153;Na-K-2Cl cotransporter
TTDS00155;Sodium channel
TTDS00156;Voltage-gated sodium channel
TTDS00157;Voltage-gated sodium channel subunit alpha Nav1.8
TTDS00158;Amiloride-sensitive sodium channel alpha-subunit
TTDS00160;Voltage-dependent L-type calcium channel
TTDS00161;Voltage-dependent T-type calcium channel alpha-1G subunit
